時間,温度
2019-01-02 22:11:20.860794,33.36
2019-01-02 22:11:21.866564,62.44
2019-01-02 22:11:22.870028,32.48
2019-01-02 22:11:23.870947,81.23
2019-01-02 22:11:24.876530,83.97
2019-01-02 22:11:25.879731,80.81
2019-01-02 22:11:26.884434,85.76
2019-01-02 22:11:27.887366,51.87
2019-01-02 22:11:28.888527,41.79
2019-01-02 22:11:29.892649,76.97
2019-01-02 22:11:30.895860,35.93
2019-01-02 22:11:31.899114,26.91
2019-01-02 22:11:32.900495,40.29
2019-01-02 22:11:33.905371,46.05
2019-01-02 22:11:34.908807,27.1
2019-01-02 22:11:35.912039,30.69
2019-01-02 22:11:36.918589,32.98
2019-01-02 22:11:37.919799,73.27
2019-01-02 22:11:38.921882,30.72
2019-01-02 22:11:39.924968,86.35
2019-01-02 22:11:40.925705,95.66
2019-01-02 22:11:41.926325,28.56
2019-01-02 22:11:42.926933,24.85
2019-01-02 22:11:43.932906,48.76
2019-01-02 22:11:44.937000,76.23
2019-01-02 22:11:45.942713,32.07
2019-01-02 22:11:46.947915,92.7
2019-01-02 22:11:47.950835,79.35
2019-01-02 22:11:48.953553,94.9
2019-01-02 22:11:49.954227,34.6
2019-01-02 22:11:50.955469,16.96
2019-01-02 22:11:51.960455,34.78
2019-01-02 22:11:52.965926,74.03
2019-01-02 22:11:53.970350,83.64
2019-01-02 22:11:54.972618,40.87
2019-01-02 22:11:55.975801,8.58
2019-01-02 22:11:56.977845,21.45
2019-01-02 22:11:57.981655,42.71
2019-01-02 22:11:58.986367,90.36
2019-01-02 22:11:59.988790,6.12
2019-01-02 22:12:00.992861,94.68
2019-01-02 22:12:01.997758,81.59
2019-01-02 22:12:03.000732,97.85
2019-01-02 22:12:04.006388,86.38
2019-01-02 22:12:05.006922,49.8
2019-01-02 22:12:06.010840,61.19
2019-01-02 22:12:07.020181,63.92
2019-01-02 22:12:08.020706,72.87
2019-01-02 22:12:09.026356,33.02
2019-01-02 22:12:10.027283,56.83
2019-01-02 22:12:11.033020,23.4
2019-01-02 22:12:12.038771,16.8
2019-01-02 22:12:13.039624,63.6
2019-01-02 22:12:14.040245,61.47
2019-01-02 22:12:15.042789,28.64
2019-01-02 22:12:16.044612,96.35
2019-01-02 22:12:17.048545,22.12
2019-01-02 22:12:18.049918,48.87
2019-01-02 22:12:19.050275,15.83
2019-01-02 22:12:20.051386,76.74
2019-01-02 22:12:21.056706,49.34
2019-01-02 22:12:22.060697,35.96
2019-01-02 22:12:23.066075,73.56
2019-01-02 22:12:24.067101,60.26
2019-01-02 22:12:25.068137,66.37
2019-01-02 22:12:26.071974,91.29
2019-01-02 22:12:27.072545,50.46
2019-01-02 22:12:28.073874,18.49
2019-01-02 22:12:29.074489,25.88
2019-01-02 22:12:30.076121,95.4
2019-01-02 22:12:31.080884,11.07
2019-01-02 22:12:32.086634,57.54
2019-01-02 22:12:33.088561,31.93
2019-01-02 22:12:34.094266,17.1
2019-01-02 22:12:35.100018,18.96
2019-01-02 22:12:36.100988,79.39
2019-01-02 22:12:37.105789,49.05
2019-01-02 22:12:38.109541,74.83
2019-01-02 22:12:39.111059,85.33
2019-01-02 22:12:40.115934,87.47
2019-01-02 22:12:41.121509,47.92
2019-01-02 22:12:42.122528,21.37
2019-01-02 22:12:43.126854,26.79
2019-01-02 22:12:44.127734,52.41
2019-01-02 22:12:45.129643,93.07
2019-01-02 22:12:46.134637,52.45
2019-01-02 22:12:47.137411,36.49
2019-01-02 22:12:48.140097,94.46
2019-01-02 22:12:49.145027,19.19
2019-01-02 22:12:50.150057,64.73
2019-01-02 22:12:51.154468,26.15
2019-01-02 22:12:52.160166,20.36
2019-01-02 22:12:53.162873,28.12
2019-01-02 22:12:54.165662,83.35
2019-01-02 22:12:55.168289,86.61
2019-01-02 22:12:56.170598,20.91
2019-01-02 22:12:57.173861,55.16
2019-01-02 22:12:58.176427,9.67
2019-01-02 22:12:59.180367,10.75
2019-01-02 22:13:00.183533,46.57
2019-01-02 22:13:01.186784,99.53
2019-01-02 22:13:02.188818,65.61
2019-01-02 22:13:03.193171,71.99
2019-01-02 22:13:04.194277,76.88
2019-01-02 22:13:05.199569,51.7
2019-01-02 22:13:06.202954,1.87
2019-01-02 22:13:07.211840,20.99
2019-01-02 22:13:08.213337,65.64
2019-01-02 22:13:09.216818,97.15
2019-01-02 22:13:10.222422,31.78
2019-01-02 22:13:11.227133,30.55
2019-01-02 22:13:12.232834,67.58
2019-01-02 22:13:13.238065,80.34
2019-01-02 22:13:14.239004,49.9
2019-01-02 22:13:15.241263,79.51
2019-01-02 22:13:16.246976,68.3
2019-01-02 22:13:17.252649,72.79
2019-01-02 22:13:18.257980,21.06
2019-01-02 22:13:19.261610,48.82
2019-01-02 22:13:20.264868,64.27
2019-01-02 22:13:21.266519,84.79
2019-01-02 22:13:22.267286,49.75
2019-01-02 22:13:23.268562,77.1
2019-01-02 22:13:24.274147,25.19
2019-01-02 22:13:25.279866,20.55
2019-01-02 22:13:26.283799,2.7
2019-01-02 22:13:27.288249,37.43
2019-01-02 22:13:28.290696,93.32
2019-01-02 22:13:29.294414,45.99
2019-01-02 22:13:30.300246,31.89
2019-01-02 22:13:31.303570,63.65
2019-01-02 22:13:32.308526,60.62
2019-01-02 22:13:33.310980,44.15
2019-01-02 22:13:34.314222,39.95
2019-01-02 22:13:35.314826,2.11
2019-01-02 22:13:36.316963,10.15
2019-01-02 22:13:37.317637,78.78
2019-01-02 22:13:38.320588,10.16
2019-01-02 22:13:39.323101,72.12
2019-01-02 22:13:40.328883,69.47
2019-01-02 22:13:41.331975,24.95
2019-01-02 22:13:42.336830,12.41
2019-01-02 22:13:43.339204,50.14
2019-01-02 22:13:44.340418,15.84
2019-01-02 22:13:45.345437,63.87
2019-01-02 22:13:46.348861,51.38
2019-01-02 22:13:47.352093,25.44
2019-01-02 22:13:48.355332,54.46
2019-01-02 22:13:49.360388,25.05
2019-01-02 22:13:50.361791,82.23
2019-01-02 22:13:51.367413,98.56
2019-01-02 22:13:52.368519,31.77
2019-01-02 22:13:53.371358,9.1
2019-01-02 22:13:54.374835,94.38
2019-01-02 22:13:55.377939,35.27
2019-01-02 22:13:56.381184,73.33
2019-01-02 22:13:57.384539,84.96
2019-01-02 22:13:58.389505,80.11
2019-01-02 22:13:59.391769,7.86
2019-01-02 22:14:00.396802,18.19
2019-01-02 22:14:01.398242,76.44
2019-01-02 22:14:02.403258,63.59
2019-01-02 22:14:03.404888,11.6
2019-01-02 22:14:04.406927,15.43
2019-01-02 22:14:05.409867,3.7
2019-01-02 22:14:06.413323,78.91
2019-01-02 22:14:07.418435,61.98
2019-01-02 22:14:08.420236,96.06
2019-01-02 22:14:09.423529,53.94
2019-01-02 22:14:10.426350,42.67
2019-01-02 22:14:11.431523,40.18
2019-01-02 22:14:12.433239,94.64
2019-01-02 22:14:13.437686,59.55
2019-01-02 22:14:14.439730,7.46
2019-01-02 22:14:15.442921,75.8
2019-01-02 22:14:16.446118,47.84
2019-01-02 22:14:17.449145,24.51
2019-01-02 22:14:18.452683,97.1
2019-01-02 22:14:19.455769,16.69
2019-01-02 22:14:20.458980,62.92
2019-01-02 22:14:21.462236,43.62
2019-01-02 22:14:22.465222,2.97
2019-01-02 22:14:23.468686,4.76
2019-01-02 22:14:24.471948,33.02
2019-01-02 22:14:25.475158,87.94
2019-01-02 22:14:26.478400,82.5
2019-01-02 22:14:27.481544,74.0
2019-01-02 22:14:28.484856,73.14
2019-01-02 22:14:29.488082,17.66
2019-01-02 22:14:30.491364,3.1
2019-01-02 22:14:31.494500,40.71
2019-01-02 22:14:32.497672,41.35
2019-01-02 22:14:33.500993,74.75
2019-01-02 22:14:34.504366,81.79
2019-01-02 22:14:35.507484,21.35
2019-01-02 22:14:36.510705,6.88
2019-01-02 22:14:37.519616,27.96
2019-01-02 22:14:38.520545,6.78
2019-01-02 22:14:39.521134,8.75
2019-01-02 22:14:40.522674,57.24
2019-01-02 22:14:41.526724,20.61
2019-01-02 22:14:42.530048,38.5
2019-01-02 22:14:43.533350,60.28
2019-01-02 22:14:44.536599,40.96
2019-01-02 22:14:45.539793,74.08
2019-01-02 22:14:46.542964,33.46
2019-01-02 22:14:47.546474,55.98
2019-01-02 22:14:48.549643,67.17
2019-01-02 22:14:49.552793,31.97
2019-01-02 22:14:50.555946,44.36
2019-01-02 22:14:51.559150,97.93
2019-01-02 22:14:52.562574,84.84
2019-01-02 22:14:53.565619,36.02
2019-01-02 22:14:54.568871,39.6
2019-01-02 22:14:55.572079,9.93
2019-01-02 22:14:56.575489,47.32
2019-01-02 22:14:57.578642,0.32
2019-01-02 22:14:58.581836,23.15
2019-01-02 22:14:59.584574,14.31
2019-01-02 22:15:00.588253,15.88
2019-01-02 22:15:01.591485,32.86
2019-01-02 22:15:02.594710,41.65
2019-01-02 22:15:03.597978,90.61
2019-01-02 22:15:04.601153,14.8
2019-01-02 22:15:05.604451,50.86
2019-01-02 22:15:06.607705,68.15
2019-01-02 22:15:07.611340,44.43
2019-01-02 22:15:08.616832,47.66
2019-01-02 22:15:09.618824,79.91
2019-01-02 22:15:10.624292,5.63
2019-01-02 22:15:11.629568,39.22
2019-01-02 22:15:12.632368,28.98
2019-01-02 22:15:13.636140,40.98
2019-01-02 22:15:14.639551,95.06
2019-01-02 22:15:15.641756,37.51
2019-01-02 22:15:16.645349,15.83
2019-01-02 22:15:17.646434,87.72
2019-01-02 22:15:18.651844,45.42
2019-01-02 22:15:19.652868,43.2
2019-01-02 22:15:20.653550,35.6
2019-01-02 22:15:21.655947,52.56
2019-01-02 22:15:22.659367,15.31
2019-01-02 22:15:23.662448,96.75
2019-01-02 22:15:24.665814,51.19
2019-01-02 22:15:25.669035,73.74
2019-01-02 22:15:26.674382,5.17
2019-01-02 22:15:27.679247,9.1
2019-01-02 22:15:28.680180,11.22
2019-01-02 22:15:29.681977,32.14
2019-01-02 22:15:30.685054,26.23
2019-01-02 22:15:31.688396,23.55
2019-01-02 22:15:32.691408,16.96
2019-01-02 22:15:33.694956,77.51
2019-01-02 22:15:34.700327,27.6
2019-01-02 22:15:35.703806,43.22
2019-01-02 22:15:36.706616,94.49
2019-01-02 22:15:37.712252,68.52
2019-01-02 22:15:38.717604,40.78
2019-01-02 22:15:39.721320,5.33
2019-01-02 22:15:40.724943,82.39
2019-01-02 22:15:41.729574,32.24
2019-01-02 22:15:42.733552,66.43
2019-01-02 22:15:43.736852,96.37
2019-01-02 22:15:44.740668,77.48
2019-01-02 22:15:45.745724,97.21
2019-01-02 22:15:46.749071,42.74
2019-01-02 22:15:47.753354,69.04
2019-01-02 22:15:48.757293,47.91
2019-01-02 22:15:49.758962,26.33
2019-01-02 22:15:50.764664,3.71
2019-01-02 22:15:51.769093,92.82
2019-01-02 22:15:52.774454,2.24
2019-01-02 22:15:53.776230,11.18
2019-01-02 22:15:54.781725,2.99
2019-01-02 22:15:55.786897,0.91
2019-01-02 22:15:56.789432,47.51
2019-01-02 22:15:57.792345,73.39
2019-01-02 22:15:58.796584,50.48
2019-01-02 22:15:59.799415,80.45
2019-01-02 22:16:00.800350,53.39
2019-01-02 22:16:01.802786,29.52
2019-01-02 22:16:02.805662,39.61
2019-01-02 22:16:03.809180,36.39
2019-01-02 22:16:04.811836,9.41
2019-01-02 22:16:05.816168,81.51
2019-01-02 22:16:06.822255,76.93
2019-01-02 22:16:07.823049,6.36
2019-01-02 22:16:08.824885,41.23
2019-01-02 22:16:09.830313,64.9
2019-01-02 22:16:10.831277,32.54
2019-01-02 22:16:11.834489,62.38
2019-01-02 22:16:12.837716,51.25
2019-01-02 22:16:13.841778,95.74
2019-01-02 22:16:14.844219,36.08
2019-01-02 22:16:15.849161,35.35
2019-01-02 22:16:16.850678,86.51
2019-01-02 22:16:17.853289,32.12
2019-01-02 22:16:18.857108,68.03
2019-01-02 22:16:19.860344,82.63
2019-01-02 22:16:20.863516,67.71
2019-01-02 22:16:21.866804,58.57
2019-01-02 22:16:22.870079,72.91
2019-01-02 22:16:23.873215,32.19
2019-01-02 22:16:24.876439,26.78
2019-01-02 22:16:25.879682,3.08
2019-01-02 22:16:26.885348,23.31
2019-01-02 22:16:27.889649,73.8
2019-01-02 22:16:28.891641,67.32
2019-01-02 22:16:29.892661,53.58
2019-01-02 22:16:30.895798,61.51
2019-01-02 22:16:31.898852,86.46
2019-01-02 22:16:32.903739,7.6
2019-01-02 22:16:33.905636,47.2
2019-01-02 22:16:34.908754,63.51
2019-01-02 22:16:35.912015,22.92
2019-01-02 22:16:36.919260,3.07
2019-01-02 22:16:37.924919,96.19
2019-01-02 22:16:38.930673,51.86
2019-01-02 22:16:39.936441,80.77
2019-01-02 22:16:40.938997,38.79
2019-01-02 22:16:41.940832,51.2
2019-01-02 22:16:42.946568,93.54
2019-01-02 22:16:43.952290,73.91
2019-01-02 22:16:44.953514,72.08
2019-01-02 22:16:45.959226,12.51
2019-01-02 22:16:46.964244,40.35
2019-01-02 22:16:47.967426,77.38
2019-01-02 22:16:48.972529,23.86
2019-01-02 22:16:49.973910,98.65
2019-01-02 22:16:50.977134,65.84
2019-01-02 22:16:51.980390,53.03
2019-01-02 22:16:52.983695,51.66
2019-01-02 22:16:53.986752,86.62
2019-01-02 22:16:54.989955,5.95
2019-01-02 22:16:55.993066,57.4
2019-01-02 22:16:56.996655,20.21
2019-01-02 22:16:57.999828,78.8
2019-01-02 22:16:59.003105,3.51
2019-01-02 22:17:00.006247,58.3
2019-01-02 22:17:01.009332,74.58
2019-01-02 22:17:02.012730,99.39
2019-01-02 22:17:03.016059,89.4
2019-01-02 22:17:04.019389,61.46
2019-01-02 22:17:05.022418,76.57
2019-01-02 22:17:06.025644,13.24
2019-01-02 22:17:07.033338,31.9
2019-01-02 22:17:08.037146,26.88
2019-01-02 22:17:09.042420,89.88
2019-01-02 22:17:10.048214,40.35
2019-01-02 22:17:11.053975,19.0
2019-01-02 22:17:12.059690,72.51
2019-01-02 22:17:13.060462,56.29
2019-01-02 22:17:14.061807,71.92
2019-01-02 22:17:15.067509,35.1
2019-01-02 22:17:16.072077,34.64
2019-01-02 22:17:17.074268,65.29
2019-01-02 22:17:18.079841,17.47
2019-01-02 22:17:19.084379,36.17
2019-01-02 22:17:20.087796,5.87
2019-01-02 22:17:21.090803,35.16
2019-01-02 22:17:22.094315,34.76
2019-01-02 22:17:23.097172,82.99
2019-01-02 22:17:24.100587,22.18
2019-01-02 22:17:25.103863,80.39
2019-01-02 22:17:26.106908,80.01
2019-01-02 22:17:27.110095,0.97
2019-01-02 22:17:28.113418,24.36
2019-01-02 22:17:29.116833,44.03
2019-01-02 22:17:30.119979,19.13
2019-01-02 22:17:31.123157,91.64
2019-01-02 22:17:32.126360,53.36
2019-01-02 22:17:33.129574,76.02
2019-01-02 22:17:34.132822,78.44
2019-01-02 22:17:35.136153,69.12
2019-01-02 22:17:36.139293,77.81
2019-01-02 22:17:37.142680,96.91
2019-01-02 22:17:38.145946,47.98
2019-01-02 22:17:39.149010,50.4
2019-01-02 22:17:40.152199,62.22
2019-01-02 22:17:41.155501,45.89
2019-01-02 22:17:42.161184,61.13
2019-01-02 22:17:43.162325,91.08
2019-01-02 22:17:44.165187,53.79
2019-01-02 22:17:45.168506,76.48
2019-01-02 22:17:46.171597,49.58
2019-01-02 22:17:47.174861,2.4
2019-01-02 22:17:48.178073,66.44
2019-01-02 22:17:49.181348,10.68
2019-01-02 22:17:50.184595,55.66
2019-01-02 22:17:51.187695,75.47
2019-01-02 22:17:52.191716,28.49
2019-01-02 22:17:53.194266,49.92
2019-01-02 22:17:54.197347,33.55
2019-01-02 22:17:55.201003,10.4
2019-01-02 22:17:56.205967,30.27
2019-01-02 22:17:57.206927,88.74
2019-01-02 22:17:58.212758,3.2
2019-01-02 22:17:59.217921,80.02
2019-01-02 22:18:00.222034,38.74
2019-01-02 22:18:01.227022,4.09
2019-01-02 22:18:02.228595,46.61
2019-01-02 22:18:03.230267,87.83
2019-01-02 22:18:04.230819,62.09
2019-01-02 22:18:05.233133,48.3
2019-01-02 22:18:06.236246,87.26
2019-01-02 22:18:07.239448,88.22
2019-01-02 22:18:08.242667,90.68
2019-01-02 22:18:09.246020,46.31
2019-01-02 22:18:10.249302,71.86
2019-01-02 22:18:11.252509,68.05
2019-01-02 22:18:12.255694,25.96
2019-01-02 22:18:13.258863,13.89
2019-01-02 22:18:14.262213,67.41
2019-01-02 22:18:15.265439,84.26
2019-01-02 22:18:16.270512,70.98
2019-01-02 22:18:17.271306,7.31
2019-01-02 22:18:18.275071,79.3
2019-01-02 22:18:19.278363,28.35
2019-01-02 22:18:20.281515,2.18
2019-01-02 22:18:21.284573,85.42
2019-01-02 22:18:22.288023,83.36
2019-01-02 22:18:23.291283,96.28
2019-01-02 22:18:24.294435,79.1
2019-01-02 22:18:25.297638,97.05
2019-01-02 22:18:26.300946,16.51
2019-01-02 22:18:27.303808,95.44
2019-01-02 22:18:28.308632,22.74
2019-01-02 22:18:29.310861,49.97
2019-01-02 22:18:30.314016,70.41
2019-01-02 22:18:31.316458,18.64
2019-01-02 22:18:32.320276,59.77
2019-01-02 22:18:33.325325,26.07
2019-01-02 22:18:34.330722,11.25
2019-01-02 22:18:35.334842,64.34
2019-01-02 22:18:36.340531,56.13
2019-01-02 22:18:37.346540,91.92
2019-01-02 22:18:38.352077,15.24
2019-01-02 22:18:39.354132,5.61
2019-01-02 22:18:40.358361,52.77
2019-01-02 22:18:41.362028,94.28
2019-01-02 22:18:42.367107,46.34
2019-01-02 22:18:43.372658,53.1
2019-01-02 22:18:44.377558,78.67
2019-01-02 22:18:45.381151,42.27
2019-01-02 22:18:46.383962,75.78
2019-01-02 22:18:47.385613,21.66
2019-01-02 22:18:48.388720,33.38
2019-01-02 22:18:49.391929,53.38
2019-01-02 22:18:50.395161,44.18
2019-01-02 22:18:51.398500,80.98
2019-01-02 22:18:52.401592,26.01
2019-01-02 22:18:53.404755,88.31
2019-01-02 22:18:54.408062,25.11
2019-01-02 22:18:55.411359,9.85
2019-01-02 22:18:56.416981,80.37
2019-01-02 22:18:57.417917,43.05
2019-01-02 22:18:58.420983,21.32
2019-01-02 22:18:59.424237,40.61
2019-01-02 22:19:00.427501,51.04
2019-01-02 22:19:01.430689,3.92
2019-01-02 22:19:02.433436,44.59
2019-01-02 22:19:03.437806,3.03
2019-01-02 22:19:04.440444,7.53
2019-01-02 22:19:05.443735,94.53
2019-01-02 22:19:06.447008,96.36
2019-01-02 22:19:07.450725,36.95
2019-01-02 22:19:08.453320,36.62
2019-01-02 22:19:09.456585,47.24
2019-01-02 22:19:10.459766,50.44
2019-01-02 22:19:11.463067,26.03
2019-01-02 22:19:12.466650,92.77
2019-01-02 22:19:13.469986,29.87
2019-01-02 22:19:14.472614,23.7
2019-01-02 22:19:15.475944,21.91
2019-01-02 22:19:16.479196,27.2
2019-01-02 22:19:17.482177,92.73
2019-01-02 22:19:18.485176,40.41
2019-01-02 22:19:19.489085,96.85
2019-01-02 22:19:20.491858,63.75
2019-01-02 22:19:21.494299,27.92
2019-01-02 22:19:22.495204,13.58
2019-01-02 22:19:23.500046,92.15
2019-01-02 22:19:24.505386,26.23
2019-01-02 22:19:25.510105,1.12
2019-01-02 22:19:26.511718,63.37
2019-01-02 22:19:27.514665,28.4
2019-01-02 22:19:28.519638,74.33
2019-01-02 22:19:29.521237,27.35
2019-01-02 22:19:30.524165,32.15
2019-01-02 22:19:31.527480,50.51
2019-01-02 22:19:32.532865,10.26
2019-01-02 22:19:33.533870,19.86
2019-01-02 22:19:34.536042,38.2
2019-01-02 22:19:35.540280,6.02
2019-01-02 22:19:36.544849,0.8
2019-01-02 22:19:37.549686,93.82
2019-01-02 22:19:38.550442,75.84
2019-01-02 22:19:39.553433,12.04
2019-01-02 22:19:40.556439,70.22
2019-01-02 22:19:41.561265,45.17
2019-01-02 22:19:42.563408,47.81
2019-01-02 22:19:43.566274,67.75
2019-01-02 22:19:44.567261,44.33
2019-01-02 22:19:45.572781,21.18
2019-01-02 22:19:46.578158,71.14
2019-01-02 22:19:47.579091,17.11
2019-01-02 22:19:48.582268,2.35
2019-01-02 22:19:49.583769,8.61
2019-01-02 22:19:50.588817,14.77
2019-01-02 22:19:51.592035,98.0
2019-01-02 22:19:52.595262,88.9
2019-01-02 22:19:53.598503,56.86
2019-01-02 22:19:54.604060,54.56
2019-01-02 22:19:55.604998,82.4
2019-01-02 22:19:56.605784,40.72
2019-01-02 22:19:57.611708,47.64
2019-01-02 22:19:58.614604,6.78
2019-01-02 22:19:59.617897,88.17
2019-01-02 22:20:00.621125,46.39
2019-01-02 22:20:01.624361,87.42
2019-01-02 22:20:02.625079,10.81
2019-01-02 22:20:03.625551,74.21
2019-01-02 22:20:04.625944,0.46
2019-01-02 22:20:05.626440,14.8
2019-01-02 22:20:06.656952,96.96
2019-01-02 22:20:07.658380,66.71
2019-01-02 22:20:08.663654,29.52
2019-01-02 22:20:09.666934,0.98
2019-01-02 22:20:10.670191,41.49
2019-01-02 22:20:11.673392,36.13
2019-01-02 22:20:12.676708,93.5
2019-01-02 22:20:13.679855,13.28
2019-01-02 22:20:14.681811,34.81
2019-01-02 22:20:15.686325,18.89
2019-01-02 22:20:16.688856,36.81
2019-01-02 22:20:17.691119,30.53
2019-01-02 22:20:18.694570,14.36
2019-01-02 22:20:19.699270,30.56
2019-01-02 22:20:20.702499,40.27
2019-01-02 22:20:21.705736,59.43
2019-01-02 22:20:22.708925,96.76
2019-01-02 22:20:23.712174,12.07
2019-01-02 22:20:24.713780,65.97
2019-01-02 22:20:25.718634,82.86
2019-01-02 22:20:26.721898,88.59
2019-01-02 22:20:27.726478,64.32
2019-01-02 22:20:28.728328,71.77
2019-01-02 22:20:29.733709,34.58
2019-01-02 22:20:30.738843,12.63
2019-01-02 22:20:31.742703,95.42
2019-01-02 22:20:32.748111,59.62
2019-01-02 22:20:33.752965,12.94
2019-01-02 22:20:34.758685,20.76
2019-01-02 22:20:35.763323,71.19
2019-01-02 22:20:36.766186,50.6
2019-01-02 22:20:37.767755,74.62
2019-01-02 22:20:38.773468,98.29
2019-01-02 22:20:39.779204,4.25
2019-01-02 22:20:40.784842,91.11
2019-01-02 22:20:41.786102,46.86
2019-01-02 22:20:42.790298,70.27
2019-01-02 22:20:43.795582,99.93
2019-01-02 22:20:44.799903,41.36
2019-01-02 22:20:45.804278,76.46
2019-01-02 22:20:46.806824,6.03
2019-01-02 22:20:47.811943,29.76
2019-01-02 22:20:48.816003,84.28
2019-01-02 22:20:49.820470,11.97
2019-01-02 22:20:50.823113,48.78
2019-01-02 22:20:51.827794,99.29
2019-01-02 22:20:52.831090,14.05
2019-01-02 22:20:53.835094,73.16
2019-01-02 22:20:54.836168,85.14
2019-01-02 22:20:55.836920,22.76
2019-01-02 22:20:56.842780,10.9
2019-01-02 22:20:57.848475,1.12
2019-01-02 22:20:58.852891,85.69
2019-01-02 22:20:59.857728,0.77
2019-01-02 22:21:00.861000,32.75
2019-01-02 22:21:01.862979,52.41
2019-01-02 22:21:02.868310,67.58
2019-01-02 22:21:03.870504,58.3
2019-01-02 22:21:04.871200,63.68
2019-01-02 22:21:05.875888,28.21
2019-01-02 22:21:06.882664,23.11
2019-01-02 22:21:07.886992,81.14
2019-01-02 22:21:08.890991,97.54
2019-01-02 22:21:09.894374,84.11
2019-01-02 22:21:10.898039,9.0
2019-01-02 22:21:11.903948,35.0
2019-01-02 22:21:12.905093,15.98
2019-01-02 22:21:13.907272,21.33
2019-01-02 22:21:14.910441,8.13
2019-01-02 22:21:15.913669,36.98
2019-01-02 22:21:16.916409,51.15
2019-01-02 22:21:17.917047,67.61
2019-01-02 22:21:18.921139,54.93
2019-01-02 22:21:19.922535,0.48
2019-01-02 22:21:20.924293,49.95
2019-01-02 22:21:21.929195,95.09
2019-01-02 22:21:22.934895,5.78
2019-01-02 22:21:23.936360,6.6
2019-01-02 22:21:24.940465,57.18
2019-01-02 22:21:25.944926,3.46
2019-01-02 22:21:26.949205,89.87
2019-01-02 22:21:27.950127,48.31
2019-01-02 22:21:28.954241,6.54
2019-01-02 22:21:29.959047,57.12
2019-01-02 22:21:30.963342,17.28
2019-01-02 22:21:31.965281,55.57
2019-01-02 22:21:32.970387,58.26
2019-01-02 22:21:33.971778,32.03
2019-01-02 22:21:34.975062,32.63
2019-01-02 22:21:35.978295,40.11
2019-01-02 22:21:36.983789,60.9
2019-01-02 22:21:37.986791,39.98
2019-01-02 22:21:38.990065,71.2
2019-01-02 22:21:39.995056,42.08
2019-01-02 22:21:41.000202,39.26
2019-01-02 22:21:42.005730,65.22
2019-01-02 22:21:43.009932,69.48
2019-01-02 22:21:44.014182,88.82
2019-01-02 22:21:45.016111,66.07
2019-01-02 22:21:46.017127,60.27
2019-01-02 22:21:47.019516,76.37
2019-01-02 22:21:48.021353,1.23
2019-01-02 22:21:49.024576,54.73
2019-01-02 22:21:50.029573,2.49
2019-01-02 22:21:51.033489,44.66
2019-01-02 22:21:52.034315,31.19
2019-01-02 22:21:53.036682,89.69
2019-01-02 22:21:54.042067,0.93
2019-01-02 22:21:55.044213,26.74
2019-01-02 22:21:56.044797,66.53
2019-01-02 22:21:57.050013,48.27
2019-01-02 22:21:58.055757,5.36
2019-01-02 22:21:59.056434,88.23
2019-01-02 22:22:00.062341,61.97
2019-01-02 22:22:01.068048,11.67
2019-01-02 22:22:02.068814,66.02
2019-01-02 22:22:03.070551,72.0
2019-01-02 22:22:04.071873,26.94
2019-01-02 22:22:05.075139,39.83
2019-01-02 22:22:06.078384,4.13
2019-01-02 22:22:07.085077,4.43
2019-01-02 22:22:08.087966,90.53
2019-01-02 22:22:09.093768,14.41
2019-01-02 22:22:10.095679,42.62
2019-01-02 22:22:11.101321,52.0
2019-01-02 22:22:12.102036,20.0
2019-01-02 22:22:13.106549,31.57
2019-01-02 22:22:14.112248,11.6
2019-01-02 22:22:15.115042,29.22
2019-01-02 22:22:16.120788,58.49
2019-01-02 22:22:17.121575,75.76
2019-01-02 22:22:18.126537,83.36
2019-01-02 22:22:19.131528,34.42
2019-01-02 22:22:20.135513,88.11
2019-01-02 22:22:21.140632,77.51
2019-01-02 22:22:22.142962,56.51
2019-01-02 22:22:23.148598,81.64
2019-01-02 22:22:24.149673,46.04
2019-01-02 22:22:25.152755,97.79
2019-01-02 22:22:26.156596,80.64
2019-01-02 22:22:27.159819,76.48
2019-01-02 22:22:28.161269,32.44
2019-01-02 22:22:29.162398,48.21
2019-01-02 22:22:30.163396,39.92
2019-01-02 22:22:31.164445,99.45
2019-01-02 22:22:32.165494,81.9
2019-01-02 22:22:33.168849,19.08
2019-01-02 22:22:34.171058,3.4
2019-01-02 22:22:35.171978,35.22
2019-01-02 22:22:36.172975,32.98
2019-01-02 22:22:37.175179,41.14
2019-01-02 22:22:38.176965,74.76
2019-01-02 22:22:39.181621,18.03
2019-01-02 22:22:40.186104,16.11
2019-01-02 22:22:41.189424,34.8
2019-01-02 22:22:42.191044,77.63
2019-01-02 22:22:43.192073,90.63
2019-01-02 22:22:44.192943,72.9
2019-01-02 22:22:45.197476,92.55
2019-01-02 22:22:46.201732,33.75
2019-01-02 22:22:47.202403,3.63
2019-01-02 22:22:48.206675,12.31
2019-01-02 22:22:49.211438,81.54
2019-01-02 22:22:50.216814,22.33
2019-01-02 22:22:51.220966,22.15
2019-01-02 22:22:52.224088,76.29
2019-01-02 22:22:53.228142,74.28
2019-01-02 22:22:54.230337,64.53
2019-01-02 22:22:55.232756,69.8
2019-01-02 22:22:56.237234,79.44
2019-01-02 22:22:57.238438,64.25
2019-01-02 22:22:58.243286,49.53
2019-01-02 22:22:59.245839,19.47
2019-01-02 22:23:00.249755,98.6
2019-01-02 22:23:01.253001,0.55
